Time,Precipitation_Intensity,Humidity,Solar_Radiation,Temperature,Wind_Speed,NO,NO2,CO,O3,SO2
2021-01-27 8:00:00,0,80.42,100.1,18.35,0.87,7.05,11.63,7.02,45.93,6.83
2021-01-27 8:30:00,0,80.24,166.27,18.58,0.7,7.21,12.95,7.07,40.01,6.65
2021-01-27 9:00:00,0,79.81,261.21,19.03,0.7,7.24,14.05,7.05,41.59,6.73
2021-01-27 9:30:00,0,78.16,297.66,19.2,0.82,7.34,12.66,6.99,49.1,6.72
2021-01-27 10:00:00,0,76.59,496.56,19.8,0.43,6.95,12.18,6.96,51.62,6.81
2021-01-27 10:30:00,0,74.83,528.96,20.45,0.63,7.37,12.12,6.94,53.21,6.83
2021-01-27 11:00:00,0,72.98,631.1,21.02,0.68,7.2,11.97,6.93,55.43,6.81
2021-01-27 11:30:00,0,70.74,659.17,21.71,0.41,7.1,12.44,6.93,57.9,6.83
2021-01-27 12:00:00,0,70.22,654.82,21.87,0.84,7.21,12.23,6.91,60.56,6.71
2021-01-27 12:30:00,0,69.18,629.24,22.06,0.89,6.92,11.47,6.92,64.79,6.78
2021-01-27 13:00:00,0,68.86,615.5,22.23,0.83,6.89,11.22,6.92,66.14,6.69
2021-01-27 13:30:00,0,67.58,572.7,22.8,0.63,6.89,11.26,6.89,67.01,6.52
2021-01-27 14:00:00,0,68.29,510.59,22.4,0.59,6.73,11.16,6.9,67.97,6.6
2021-01-27 14:30:00,0,68.62,445.65,22.2,0.75,6.89,10.54,6.87,68.7,6.47
2021-01-27 15:00:00,0,69.7,364.75,21.77,0.86,6.67,9.77,6.82,68.78,6.32
2021-01-27 15:30:00,0,69.78,274.05,21.91,0.97,6.6,10.46,6.84,69.98,6.5
2021-01-27 16:00:00,0,73.13,185.93,21.25,0.92,6.61,10.96,6.87,73.02,6.48
2021-01-27 16:30:00,0,74.3,116.02,21.12,0.54,6.86,12.92,6.91,70.47,6.5
2021-01-27 17:00:00,0,76.88,52.82,20.29,0.84,6.93,13.8,6.94,68.89,6.49
2021-01-27 17:30:00,0,80.45,15.2,19.32,0.75,6.7,12.37,6.93,74.01,6.42
2021-01-27 18:00:00,0,82.02,1.69,18.83,0.41,6.68,13.23,6.96,69.84,6.41
2021-01-27 18:30:00,0,83.58,1.41,18.57,0.2,6.61,11.92,6.96,66.9,6.31
2021-01-27 19:00:00,0,85,1.46,18.46,0.25,6.33,12.47,6.99,62.63,6.29
2021-01-27 19:30:00,0,85.82,1.55,18.33,0.26,6.49,11.95,6.99,63.91,6.14
2021-01-27 20:00:00,0,86.39,1.59,18.2,0.22,7.11,13.76,7.01,54.02,6.08
2021-01-27 20:30:00,0,87,1.99,18.03,0.09,6.72,12.31,7.01,52.9,5.97
2021-01-27 21:00:00,0,87.82,1.51,17.77,0.26,6.71,12.25,7,48.13,6.2
2021-01-27 21:30:00,0,88.05,2.2,17.62,0.2,6.5,11.93,7.02,48.36,6.05
2021-01-27 22:00:00,0,88.43,2.04,17.61,0.29,6.67,12.03,7.01,45.8,6.11
2021-01-27 22:30:00,0,88.18,1.7,17.76,0.31,6.66,11.41,6.99,50.27,6.16
2021-01-27 23:00:00,0,89.44,1.2,17.31,0.07,6.61,11.27,7,44.15,6.02
2021-01-27 23:30:00,0,90.17,1.86,17.03,0.12,6.5,11.5,6.99,41.59,6.13
2021-01-28 0:00:00,0,90.04,1.96,17.05,0.11,6.81,12.35,6.99,41.16,6.12
2021-01-28 0:30:00,0,89.95,2,17.11,0.15,6.46,11.58,6.98,43.29,6.28
2021-01-28 1:00:00,0,89.14,1.96,17.27,0.31,6.67,11.82,6.96,46.04,6.16
2021-01-28 1:30:00,0,90.26,1.58,16.86,0.17,6.78,12.31,6.96,36.98,6.15
2021-01-28 2:00:00,0,90.62,2.01,16.68,0.22,6.53,11.98,6.96,37.53,6.07
2021-01-28 2:30:00,0,89.78,2.26,16.69,0.29,6.36,10.5,6.95,41.67,6.05
2021-01-28 3:00:00,0,88.32,2.48,17.15,0.7,6.34,9.41,6.93,53.73,5.91
2021-01-28 3:30:00,0,88.43,1.33,17.09,0.6,6.39,9.61,6.94,49.37,6.1
2021-01-28 4:00:00,0,90.3,0.97,16.55,0.18,6.64,11.78,6.96,35.12,6.04
2021-01-28 4:30:00,0,91.59,1.63,16.17,0.08,6.85,13.32,6.94,28.03,6.08
2021-01-28 5:00:00,0,91.22,1.46,16.26,0.31,6.89,11.81,6.96,39.42,6.1
2021-01-28 5:30:00,0,89.03,1.8,16.67,0.77,6.35,9.6,6.99,53.77,6.01
2021-01-28 6:00:00,0,89.09,1.39,16.51,0.4,6.29,9.94,6.99,49.59,6.15
2021-01-28 6:30:00,0,90.36,2.96,16.07,0.1,6.36,10.54,6.99,40.96,6.05
2021-01-28 7:00:00,0,91,23.47,15.89,0.1,7.5,15.34,7.02,29.53,6.12
2021-01-28 7:30:00,0,90.53,63.14,16.22,0.33,9.12,21.86,7.06,21.27,6.29
2021-01-28 8:00:00,0,88.04,139.72,17.15,0.18,8.68,19.65,7.1,30.21,6.33
2021-01-28 8:30:00,0,86.05,228.98,17.61,1.41,9.34,21.48,7.08,35.25,6.7
2021-01-28 9:00:00,0,86.28,319.07,17.72,1.79,9.06,19.82,7.1,43,6.65
2021-01-28 9:30:00,0,86.27,264.01,17.67,1.87,10.53,22.43,7.11,37.62,7.31
2021-01-28 10:00:00,0,86,486.22,18.06,2.45,11.01,23.29,7.12,38.8,8.07
2021-01-28 10:30:00,0,78.26,574.44,19.54,1.13,11.31,22.2,7.13,41.6,7.58
2021-01-28 11:00:00,0,70.83,604.58,21.4,0.54,7.62,13.91,7.11,56.7,7.23
2021-01-28 11:30:00,0,76.11,624.8,20.61,2.73,10.44,20.56,7.13,45.88,7.44
2021-01-28 12:00:00,0,78.83,657.44,20.15,2.82,14.51,27.52,7.14,38.28,8.43
2021-01-28 12:30:00,0,78.74,631.81,20.33,2.28,12.09,24.72,7.12,49.92,7.7
2021-01-28 13:00:00,0,75.85,605.41,21.07,2.19,9.12,19.68,7.13,62.4,7.84
2021-01-28 13:30:00,0,82.4,562.76,19.79,2.65,9.44,20.24,7.08,63.86,7.69
2021-01-28 14:00:00,0,85.72,499.36,18.99,2.75,15.66,28.83,7.08,52.62,8.81
2021-01-28 14:30:00,0,83.74,431.13,19.32,2.44,10.33,24.23,7.07,70.62,8.25
2021-01-28 15:00:00,0,79.64,347.2,20.54,1.56,8.16,17.8,7.09,82.01,7.55
2021-01-28 15:30:00,0,77.47,265.76,20.87,1.71,7.81,18.47,7.11,86.02,7.81
2021-01-28 16:00:00,0,76.03,182.26,20.95,1.68,7.55,18.26,7.15,90.78,7.5
2021-01-28 16:30:00,0,77.09,111.64,20.72,1.41,8.17,25.03,7.16,74.03,8.1
2021-01-28 17:00:00,0,78.77,51.5,20.1,1.51,8.47,27.09,7.15,71.14,8.14
2021-01-28 17:30:00,0,80.28,14.62,19.63,0.58,8.38,26.99,7.16,67.74,8.02
2021-01-28 18:00:00,0,81.28,2.14,19.26,0.09,8.43,27.56,7.19,52.11,7.49
2021-01-28 18:30:00,0,76.2,2.26,19.51,0.35,8.2,26.79,7.31,37.66,7.02
2021-01-28 19:00:00,0,70.34,2.14,20.03,0.39,7.75,22.31,7.34,41.95,6.79
2021-01-28 19:30:00,0,68.65,1.17,20.02,0.09,6.96,17.42,7.35,46.3,6.64
2021-01-28 20:00:00,0,69.02,1.22,19.69,0.34,7.13,15.93,7.33,44.63,6.56
2021-01-28 20:30:00,0,69.52,1.5,19.45,0.22,7.2,16.17,7.35,40.66,6.64
2021-01-28 21:00:00,0,67.93,1.15,19.16,0.51,7.14,16.68,7.36,38.41,6.65
2021-01-28 21:30:00,0,63.79,0.8,19.04,0.52,6.82,13.82,7.3,47.06,6.81
2021-01-28 22:00:00,0,64.92,1.44,18.55,0.78,6.6,13.97,7.28,41.34,6.81
2021-01-28 22:30:00,0,61.43,1.41,18.52,1.65,6.59,12.8,7.2,44.53,6.78
2021-01-28 23:00:00,0,60.37,0.95,18.36,0.54,6.78,11.34,7.1,45.9,6.59
2021-01-28 23:30:00,0,62.38,0.3,17.84,0.94,6.5,11.04,7.09,43.52,6.5
2021-01-29 0:00:00,0,63.73,0.48,17.44,0.47,6.46,12.11,7.1,39.9,6.53
2021-01-29 0:30:00,0,64.62,0.92,17.06,0.51,6.54,11.54,7.08,40.24,6.5
2021-01-29 1:00:00,0,64.12,0.97,16.69,0.4,6.57,11.14,7.07,41.31,6.47
2021-01-29 1:30:00,0,63.15,0.72,16.43,0.09,6.69,37,7.02,44.6,6.64
2021-01-29 2:00:00,0,64.47,0.5,16.09,0.68,6.48,13.68,6.97,43.86,6.46
2021-01-29 2:30:00,0,64.58,0.63,15.8,0.62,6.52,9.81,7,43.27,6.49
2021-01-29 3:00:00,0,64.57,0.9,15.67,0.93,6.26,9.62,6.96,42.82,6.67
2021-01-29 3:30:00,0,64.77,0.68,15.55,0.72,6.12,9.51,6.95,41.73,6.56
2021-01-29 4:00:00,0,64.64,1.04,15.48,0.71,6.33,9.78,6.94,42.41,6.47
2021-01-29 4:30:00,0,67.48,0.52,14.82,0.29,6.21,10.3,6.93,38.42,7.28
2021-01-29 5:00:00,0,66.72,1.11,14.65,0.52,6.4,10.02,6.92,40.17,6.63
2021-01-29 5:30:00,0,67.05,1.51,14.53,0.33,6.17,10.18,6.9,39.71,6.53
2021-01-29 6:00:00,0,70.71,1.63,13.91,0.05,6.41,10.57,6.92,34.79,6.43
2021-01-29 6:30:00,0,73.09,4.29,13.35,0.13,6.75,12.63,6.93,28.03,6.45
2021-01-29 7:00:00,0,74.06,21.81,13.23,0.07,8.04,15.89,6.96,21.09,6.3
2021-01-29 7:30:00,0,71.88,46.14,13.73,0.16,11.34,20.92,6.99,15.6,6.33
2021-01-29 8:00:00,0,66.94,182.32,15.02,0.58,7.98,15.68,6.97,29.1,6.62
2021-01-29 8:30:00,0,60.67,325.06,16.52,0.17,7.89,13.94,6.93,36.25,6.77
2021-01-29 9:00:00,0,59.36,423.53,16.94,0.59,7.93,13.1,6.9,40.62,6.74
2021-01-29 9:30:00,0,59.99,512.95,17.45,0.92,7.56,12.75,6.9,43.09,6.8
2021-01-29 10:00:00,0,59.03,596.54,18.25,0.31,7.48,12.54,6.91,45.86,6.99
2021-01-29 10:30:00,0,59.12,661.31,18.28,0.74,7.09,11.35,6.89,52.05,6.97
2021-01-29 11:00:00,0,57.66,709.02,18.48,0.59,6.83,11.05,6.88,56.54,6.96
2021-01-29 11:30:00,0,55.56,733.42,19.12,0.7,6.83,10.79,6.86,58.73,6.71
2021-01-29 12:00:00,0,56.25,726.91,19.35,1.02,6.99,10.45,6.85,61.53,6.72
2021-01-29 12:30:00,0,58.56,701.93,19.34,0.97,6.61,10.19,6.85,65.89,6.7
2021-01-29 13:00:00,0,58.62,672.67,19.43,0.63,6.87,10.07,6.86,68.18,6.54
2021-01-29 13:30:00,0,56.32,619.92,19.81,0.44,6.74,9.8,6.84,68.23,6.7
2021-01-29 14:00:00,0,57.53,551.28,19.92,0.5,6.68,10.2,6.86,69.88,6.64
2021-01-29 14:30:00,0,57.91,469.04,20.07,0.46,6.92,10.79,6.87,69.59,6.81
2021-01-29 15:00:00,0,58.2,383.82,19.98,0.34,6.61,10.51,6.87,70.85,6.76
2021-01-29 15:30:00,0,58.56,289.73,19.69,0.4,6.53,10.19,6.85,71.96,6.8
2021-01-29 16:00:00,0,59.35,197.76,19.45,0.61,6.33,9.79,6.83,72.06,6.6
2021-01-29 16:30:00,0,60.59,119.32,19.32,0.56,6.56,10.11,6.79,70.33,6.59
2021-01-29 17:00:00,0,65.58,49.68,18.14,0.52,6.45,11.58,6.82,69.3,6.62
2021-01-29 17:30:00,0,67.97,16.37,16.86,1.04,6.27,10.82,6.83,73.27,6.68
2021-01-29 18:00:00,0,70.55,1.88,16.35,1.05,6.4,10.63,6.88,74.25,6.62
2021-01-29 18:30:00,0,74.02,1.22,16.25,0.65,6.51,10.28,6.89,75.06,6.55
2021-01-29 19:00:00,0,75.14,1.32,16.18,1.03,6.42,9.99,6.85,74.96,6.55
2021-01-29 19:30:00,0,75.31,1.08,16.27,0.79,6.58,10.17,6.84,71.62,6.54
2021-01-29 20:00:00,0,76.86,1.08,16.36,0.75,6.19,10.55,6.84,68.82,6.43
2021-01-29 20:30:00,0,78.77,0.96,16.35,1.35,5.93,10.18,6.83,69.6,6.45
2021-01-29 21:00:00,0,79.21,0.77,16.34,1.06,6.09,9.58,6.81,70.07,6.4
2021-01-29 21:30:00,0,80.77,1.24,16.33,0.74,6.14,9.38,6.81,68.77,6.48
2021-01-29 22:00:00,0,81.36,1.39,16.38,0.21,6.26,9.24,6.82,69.26,6.24
2021-01-29 22:30:00,0,81.79,1.04,16.21,0.89,6.18,9.33,6.82,68.23,6.43
2021-01-29 23:00:00,0,82.71,0.93,15.98,0.84,6.01,9.16,6.82,67.62,6.46
2021-01-29 23:30:00,0,83.1,0.98,15.84,0.58,6.05,8.87,6.83,67.94,6.43
2021-01-30 0:00:00,0,83,1.29,15.72,0.75,6.17,8.99,6.83,67.15,6.33
2021-01-30 0:30:00,0,83.09,0.93,15.53,0.77,6.38,8.99,6.84,67.5,6.4
2021-01-30 1:00:00,0,82.81,0.99,15.33,0.88,6.19,8.56,6.83,67.78,6.44
2021-01-30 1:30:00,0,83.13,0.65,15.09,1.25,6.27,8.53,6.83,65.97,6.46
2021-01-30 2:00:00,0,82.81,0.71,14.97,1.25,6.28,8.29,6.81,64.89,6.44
2021-01-30 2:30:00,0,81.56,0.87,14.96,0.7,6.24,8.29,6.8,64.01,6.56
2021-01-30 3:00:00,0,78.21,1.23,14.95,1.17,6.22,8.36,6.78,63.02,6.54
2021-01-30 3:30:00,0,73.5,1.02,15.32,1.51,6.13,8.37,6.73,63.15,6.57
2021-01-30 4:00:00,0,73.65,1.11,15.28,0.98,6.22,8.07,6.72,62.03,6.54
2021-01-30 4:30:00,0,73.66,1.02,15.24,0.98,5.97,8.24,6.72,60.43,6.59
2021-01-30 5:00:00,0,73.34,0.77,15.2,0.88,6.06,8.31,6.71,59.86,6.56
2021-01-30 5:30:00,0,76.03,1.11,14.97,0.48,6.13,8.46,6.72,57.68,6.49
2021-01-30 6:00:00,0,76.81,0.94,14.77,0.02,6.25,8.67,6.73,56.35,6.39
2021-01-30 6:30:00,0,79.91,3.58,14.22,0.12,6.14,9.5,6.75,48.63,6.4
2021-01-30 7:00:00,0,79.34,22.86,14.42,0.61,6.24,10.51,6.77,49.16,6.39
2021-01-30 7:30:00,0,78.41,52.02,14.76,0.07,6.36,10.73,6.78,51.3,6.59
2021-01-30 8:00:00,0,77.49,175.81,15.39,0.71,6.93,12.64,6.81,44.84,6.59
2021-01-30 8:30:00,0,74.07,311.7,16.55,0.29,7.18,13.11,6.8,48.82,6.69
2021-01-30 9:00:00,0,73.74,402.97,16.71,1.28,7.48,13.38,6.8,48.54,6.94
2021-01-30 9:30:00,0,73.6,504.38,16.79,1.42,9.23,17.15,6.78,43.75,7.1
2021-01-30 10:00:00,0,68.76,576.12,17.79,0.48,7.36,12.09,6.76,53.8,6.67
2021-01-30 10:30:00,0,66.37,635.59,18.18,0.8,7.05,11.52,6.73,55.43,6.69
2021-01-30 11:00:00,0,65.54,670.65,18.84,0.99,7.47,12.43,6.71,55.45,6.63
2021-01-30 11:30:00,0,65.73,705.32,19.01,1.11,7.52,12.55,6.71,56.7,6.7
2021-01-30 12:00:00,0,65.11,704.99,19.44,0.89,8.47,15.24,6.71,51.61,6.76
2021-01-30 12:30:00,0,64.36,691.45,19.34,0.55,7.27,11.84,6.69,62.94,6.67
2021-01-30 13:00:00,0,63.9,659.9,19.45,0.21,6.78,10.96,6.69,66.06,6.59
2021-01-30 13:30:00,0,64.57,611.56,19.35,1.1,7.26,11.67,6.68,65.25,6.63
2021-01-30 14:00:00,0,63.24,544.56,19.92,0.77,7.26,12.28,6.66,64.25,6.62
2021-01-30 14:30:00,0,62.89,468.93,19.9,0.84,6.82,11.27,6.62,65.73,6.45
2021-01-30 15:00:00,0,63.73,385.87,19.3,0.97,6.49,10.26,6.6,68.41,6.47
2021-01-30 15:30:00,0,64.53,293.25,19.19,0.94,6.65,9.86,6.57,66.81,6.48
2021-01-30 16:00:00,0,66.65,199.9,19.31,0.6,6.63,10.75,6.57,63.05,6.69
2021-01-30 16:30:00,0,67.83,120.55,18.92,1.19,6.79,11.2,6.57,62.41,6.79
2021-01-30 17:00:00,0,67.39,50.81,18.55,0.81,6.23,10.41,6.57,61.84,6.46
2021-01-30 17:30:00,0,71.72,16.18,17.93,0.55,6.3,10.1,6.58,61.68,6.44
2021-01-30 18:00:00,0,74.26,2.29,17.57,0.65,6.31,11.23,6.63,58.76,6.39
2021-01-30 18:30:00,0,76.11,1.16,17.25,0.83,6.61,11.97,6.65,57.5,6.34
2021-01-30 19:00:00,0,76.28,1.43,17.02,0.96,6.94,12.94,6.68,51.58,6.48
2021-01-30 19:30:00,0,72.33,1.37,17.11,0.66,6.53,11.22,6.67,61.25,6.47
2021-01-30 20:00:00,0,69.05,1.44,17.48,0.58,6.18,9.36,6.64,70.17,6.61
2021-01-30 20:30:00,0,68.42,1.35,17.51,0.12,6.51,10.36,6.65,66.7,6.56
2021-01-30 21:00:00,0,69.14,1.44,17.62,0.87,6.5,10.96,6.65,61.23,6.63
2021-01-30 21:30:00,0,68.5,0.89,17.75,0.46,6.13,10.91,6.63,59.33,6.7
2021-01-30 22:00:00,0,67.71,0.78,17.73,0.18,6.31,9.9,6.58,59.41,6.5
2021-01-30 22:30:00,0,68.9,0.96,17.48,0.46,6.11,9.11,6.55,57.92,6.26
2021-01-30 23:00:00,0,69.36,1.35,17.48,0.68,6.1,8.83,6.52,56.77,6.51
2021-01-30 23:30:00,0,76.85,0.85,17.12,1.15,6.29,8.87,6.53,56.05,6.37
2021-01-31 0:00:00,0,81.8,1.03,16.74,1.28,6.29,8.98,6.54,55.77,6.34
2021-01-31 0:30:00,0,83.41,0.83,16.57,1.11,6.26,8.79,6.56,55.79,6.44
2021-01-31 1:00:00,0,83.93,1.17,16.43,0.63,6.17,8.71,6.57,56.2,6.38
2021-01-31 1:30:00,0,79.74,1.31,16.4,0.93,6.18,8.82,6.56,58.17,6.61
2021-01-31 2:00:00,0,78.69,1.36,16.41,1.25,6.05,8.32,6.55,62.32,6.59
2021-01-31 2:30:00,0,76.7,0.86,16.7,0.79,6.33,8.07,6.56,63.54,6.51
2021-01-31 3:00:00,0,74.43,0.53,16.71,1.05,6.03,8.23,6.56,61.8,6.59
2021-01-31 3:30:00,0,70.92,0.81,16.83,1.46,5.89,7.86,6.52,61.15,6.66
2021-01-31 4:00:00,0,70.73,0.97,16.71,0.37,6.09,7.78,6.5,60.04,6.44
2021-01-31 4:30:00,0,65.12,1.66,17.15,0.47,6.18,7.92,6.49,60.19,6.5
2021-01-31 5:00:00,0,64.43,1.13,17.32,0.31,6.15,9.45,6.49,55.55,6.78
2021-01-31 5:30:00,0,65.75,0.93,17.12,0.92,6.12,8.17,6.49,59.08,6.56
2021-01-31 6:00:00,0,66.74,0.79,17.06,0.26,6.26,8.24,6.5,58.81,6.57
2021-01-31 6:30:00,0,68.53,2.58,16.74,0.31,6.35,9.72,6.51,53.67,6.69
2021-01-31 7:00:00,0,68.36,20.8,16.8,0.52,6.27,9.21,6.52,56.44,6.63
2021-01-31 7:30:00,0,69.02,44.46,16.94,1.13,6.36,8.88,6.54,56.34,6.52
2021-01-31 8:00:00,0,68.72,187.64,17.4,0.97,6.25,8.98,6.54,56.04,6.47
2021-01-31 8:30:00,0,65.66,350.56,18.29,1.03,6.42,9.12,6.52,57.21,6.69
2021-01-31 9:00:00,0,63.95,407.04,19.06,0.89,6.56,9.5,6.55,55.86,6.52
2021-01-31 9:30:00,0,60.59,543.84,20.06,0.83,6.5,8.85,6.52,58.13,6.39
2021-01-31 10:00:00,0,59.05,619.87,20.76,0.55,6.64,8.95,6.52,58.98,6.37
2021-01-31 10:30:00,0,58.84,678.65,21.04,0.97,6.81,9.51,6.52,59.73,6.55
2021-01-31 11:00:00,0,60.02,715.25,21.57,0.24,7.04,10.44,6.54,59.11,6.6
2021-01-31 11:30:00,0,61.35,736.93,21.08,0.7,6.91,10.48,6.54,60.34,6.68
2021-01-31 12:00:00,0,60.62,736.24,21.68,0.66,6.3,8.17,6.53,64.22,6.28
2021-01-31 12:30:00,0,62.55,719.88,21.03,0.95,6.29,7.5,6.5,65.64,6.38
2021-01-31 13:00:00,0,63.13,681.42,21.36,0.89,6.12,7.96,6.51,65.19,6.33
2021-01-31 13:30:00,0,64.15,625.94,21.8,0.64,6.35,8.04,6.53,64.83,6.41
2021-01-31 14:00:00,0,65.27,552.98,22.13,0.91,6.03,7.86,6.53,65.3,6.36
2021-01-31 14:30:00,0,66.77,469.49,22.32,0.55,6.33,8.42,6.54,63.29,6.29
2021-01-31 15:00:00,0,68.6,383.72,22.08,1.34,6.55,8.7,6.56,62.63,6.42
2021-01-31 15:30:00,0,69.56,288.77,22.22,0.69,6.43,8.6,6.55,60.54,6.33
2021-01-31 16:00:00,0,71.38,197.41,22,0.29,6.48,8.83,6.55,59.43,6.31
2021-01-31 16:30:00,0,72.66,123.74,21.61,0.42,6.44,9.28,6.56,58.13,6.28
2021-01-31 17:00:00,0,75.31,51.85,20.71,1.37,6.4,9.75,6.57,55.52,6.2
2021-01-31 17:30:00,0,76.66,16.76,20.26,0.82,6.34,9.6,6.58,54.51,6.09
2021-01-31 18:00:00,0,77.85,1.58,19.72,1.15,6.18,9.17,6.59,54.98,6.1
2021-01-31 18:30:00,0,77.87,0.79,19.5,1.29,6.16,9.12,6.57,57.06,6.21
2021-01-31 19:00:00,0,78,0.84,19.31,0.88,6.12,8.98,6.58,57.35,6.3
2021-01-31 19:30:00,0,79.43,0.98,19.13,0.85,6.28,9.04,6.57,58.22,6.19
2021-01-31 20:00:00,0,79.25,1.11,18.99,0.55,6.01,8.33,6.56,58.77,6.24
2021-01-31 20:30:00,0,80.38,1.33,19.08,0.69,6.17,8.54,6.56,58.15,6.16
2021-01-31 21:00:00,0,81.99,1.22,18.91,0.39,6.17,8.28,6.55,59.54,6.23
2021-01-31 21:30:00,0,82.72,1.85,19.02,0.5,6.1,8.11,6.56,57.67,6.08
2021-01-31 22:00:00,0,83.68,1.07,19.05,0.26,6.19,8.21,6.55,53.32,6
2021-01-31 22:30:00,0,85.39,1.38,18.52,0.4,6.12,8.53,6.56,51.02,6.07
2021-01-31 23:00:00,0,85.21,2.09,18.84,0.44,5.89,8.27,6.56,54.72,6.2
2021-01-31 23:30:00,0,84.99,1.6,19.02,0.58,6.16,7.8,6.55,56.23,6.01
2021-02-01 0:00:00,0,84.99,1.98,18.95,0.3,5.94,7.97,6.56,53.37,6.02
