Time,Precipitation_Intensity,Humidity,Solar_Radiation,Temperature,Wind_Speed,NO,NO2,CO,O3,SO2
2021-01-21 14:00:00,0,70.79,321.37,23.33,0.62,7.88,13.78,6.93,48.18,6.62
2021-01-21 14:30:00,0,72.17,458.91,22.92,1.5,9.55,17.88,6.93,45.24,7.13
2021-01-21 15:00:00,0,72.58,362.55,22.67,2.42,8.49,16.29,6.93,51.28,6.96
2021-01-21 15:30:00,0,73,199.48,22.51,1.14,7.39,13.68,6.92,55.98,6.59
2021-01-21 16:00:00,0,73.44,200.72,22.56,1.36,11.36,21.61,6.93,40.29,8.15
2021-01-21 16:30:00,0,71.23,113.52,23.42,0.65,11.51,26.83,6.94,31.43,8.57
2021-01-21 17:00:00,0,75.05,35.52,22.13,1.44,28.31,32.52,6.99,20.75,8.94
2021-01-21 17:30:00,0,76.87,12.26,21.42,0.41,24.54,39.66,6.97,10.07,9.36
2021-01-21 18:00:00,0,76.83,1.49,21.26,0.15,8.78,26.3,7,25.5,6.9
2021-01-21 18:30:00,0,79.87,1.31,20.39,0.3,8.87,27.21,7.02,18.39,6.57
2021-01-21 19:00:00,0,80.91,1.8,19.97,0.26,10.19,33.85,7.07,4.93,6.7
2021-01-21 19:30:00,0,78.89,3.05,20.18,0.21,10.68,32.13,7.1,9.46,6.59
2021-01-21 20:00:00,0,78.25,2.34,20.61,0.36,8.98,32.06,7.15,15.26,6.91
2021-01-21 20:30:00,0,80.59,1.13,20.02,0.12,10.62,32.56,7.2,14.06,6.85
2021-01-21 21:00:00,0,82.47,2.13,19.48,0.13,10.39,33.65,7.21,9.39,6.59
2021-01-21 21:30:00,0,82.77,2.01,19.49,0.29,11.16,37.51,7.3,5.3,6.6
2021-01-21 22:00:00,0,82.65,1.26,19.65,0.1,11.61,38.73,7.38,5.78,6.78
2021-01-21 22:30:00,0,81.26,2.36,20.02,0.22,15.23,42.25,7.45,7.62,7.6
2021-01-21 23:00:00,0,78.52,0.89,20.7,0.66,14.6,51.07,7.53,7.35,9.83
2021-01-21 23:30:00,0,80.87,1.11,20.21,0.76,18.62,53.01,7.58,5,9.5
2021-01-22 0:00:00,0,82.3,1.28,20.03,0.7,20.14,48.81,7.58,3.82,8.99
2021-01-22 0:30:00,0,83.52,0.83,19.86,0.69,18.77,41.43,7.49,2.98,8.57
2021-01-22 1:00:00,0,84.49,1.05,19.62,0.78,18.06,37.44,7.47,2.3,8.35
2021-01-22 1:30:00,0,85,0.98,19.53,0.76,18.57,55.5,7.47,2.41,8.44
2021-01-22 2:00:00,0,85.93,0.72,19.29,1.36,21.42,37.81,7.49,2.25,8.26
2021-01-22 2:30:00,0,86.66,0.79,19.14,1.46,17.63,33.29,7.45,2.26,8.1
2021-01-22 3:00:00,0,87,0.62,19.07,1.23,17.91,31.59,7.42,1.73,8.02
2021-01-22 3:30:00,0,86.94,0.4,19.12,0.23,20.65,31.27,7.41,0.71,7.94
2021-01-22 4:00:00,0,87,0.98,19.06,0.12,19.38,29.57,7.43,1.77,7.44
2021-01-22 4:30:00,0,87,0.7,19.12,0.04,18.73,29.69,7.44,1.98,8.03
2021-01-22 5:00:00,0,87.45,0.79,18.89,0.06,20.96,29.72,7.45,2.45,7.13
2021-01-22 5:30:00,0,87.89,1.06,18.68,0.12,24.97,28.98,7.47,2.29,7.2
2021-01-22 6:00:00,0,87.82,1.89,18.53,0.08,29.46,29.69,7.49,2.42,7.32
2021-01-22 6:30:00,0,85.82,2.47,19.23,0.7,41.34,34.35,7.49,1.87,9.19
2021-01-22 7:00:00,0,85.07,14.87,19.53,1.52,27.2,33.91,7.42,1.52,8.98
2021-01-22 7:30:00,0,85.16,65.29,19.6,1.39,28.3,32.62,7.4,3.19,8.84
2021-01-22 8:00:00,0,85.53,120.13,19.68,1.85,37.34,32.99,7.4,4.47,9.64
2021-01-22 8:30:00,0,85.31,208.12,19.89,0.85,33.96,32.24,7.39,6.23,9.26
2021-01-22 9:00:00,0,82.04,384.54,21.22,0.58,29.79,32.51,7.38,10.34,9.67
2021-01-22 9:30:00,0,80.14,484.31,21.99,0.91,26.53,32.7,7.36,13.97,9.69
2021-01-22 10:00:00,0,78.78,468.07,22.56,0.75,24.9,34.35,7.34,16.68,9.46
2021-01-22 10:30:00,0,76.34,595.57,23.5,0.58,19.03,32.35,7.31,25.29,9.29
2021-01-22 11:00:00,0,75.57,628.39,23.83,0.27,18.01,32.26,7.27,28.15,9.29
2021-01-22 11:30:00,0,78.76,523.06,22.7,1.44,16.37,30.28,7.25,28.4,8.78
2021-01-22 12:00:00,0,76.47,607.42,23.64,0.59,15.06,30.09,7.22,32.36,8.66
2021-01-22 12:30:00,0,75.1,643.63,24.48,1.14,15.13,28.27,7.16,34.89,8.3
2021-01-22 13:00:00,0,75,612.39,24.62,0.75,16.49,29.75,7.07,31.26,8.69
2021-01-22 13:30:00,0,75.46,484.39,24.6,0.7,12.1,24.12,7.02,39.43,7.84
2021-01-22 14:00:00,0,74.8,537.31,24.74,0.57,12.32,22.93,6.99,37.64,7.85
2021-01-22 14:30:00,0,74.81,459.56,24.72,1.26,10.73,21.67,6.97,45.87,7.4
2021-01-22 15:00:00,0,71.92,368.18,25.62,1.33,12.39,27.31,7.01,49.34,7.58
2021-01-22 15:30:00,0,71.86,281.38,25.35,1.19,16.42,38.11,7.04,33.98,8.55
2021-01-22 16:00:00,0,70.27,193.11,25.79,0.85,17.42,34.76,6.99,26.87,8.53
2021-01-22 16:30:00,0,72.95,108.78,25.19,0.45,12.8,29.69,7.01,25.92,7.59
2021-01-22 17:00:00,0,79.65,43.48,23.03,0.15,10.49,27.84,7.07,27.46,7.07
2021-01-22 17:30:00,0,80.99,15.71,22.14,0.26,9.23,25.34,7.03,29.95,6.93
2021-01-22 18:00:00,0,82.28,1.96,21.84,0.46,8.65,24.99,7.03,25.53,6.71
2021-01-22 18:30:00,0,83.66,1.32,21.59,0.36,9.42,31.18,7.15,12.61,7.02
2021-01-22 19:00:00,0,84.65,1.63,21.38,0.37,10.53,34.68,7.17,6.32,6.83
2021-01-22 19:30:00,0,84.53,1.39,21.3,0.4,11.16,34.41,7.21,5.5,7.08
2021-01-22 20:00:00,0,85,1.55,21.17,0.31,10.58,33.84,7.23,5.97,7.06
2021-01-22 20:30:00,0,84.25,1.66,21.39,0.76,15.18,34.19,7.27,4.4,7.43
2021-01-22 21:00:00,0,84,1.06,21.49,0.29,10.82,33.99,7.28,5.75,7.18
2021-01-22 21:30:00,0,84.39,0.75,21.44,0.4,13.14,34.73,7.31,3.41,7.25
2021-01-22 22:00:00,0,85.29,1.39,21.14,0.21,15.32,35.08,7.34,3.11,7.33
2021-01-22 22:30:00,0,86.14,1.38,20.87,0.46,15.21,35.14,7.37,2.82,7.41
2021-01-22 23:00:00,0,87.1,0.57,20.51,0.79,14.18,34.23,7.37,3.01,7.43
2021-01-22 23:30:00,0,87.06,1,20.48,1.08,15.45,33.71,7.38,2.98,7.38
2021-01-23 0:00:00,0,87.42,1.39,20.3,0.24,19.19,33.05,7.38,2.93,7.5
2021-01-23 0:30:00,0,88,1.79,20.19,0.48,19.22,31.72,7.36,2.92,7.4
2021-01-23 1:00:00,0,88,1.57,20.16,0.35,16.74,31.08,7.38,2.99,7.33
2021-01-23 1:30:00,0,88,1.48,19.95,0.53,21.95,32.25,7.4,2.98,7.64
2021-01-23 2:00:00,0,88.81,1.55,19.81,0.57,21.03,31.33,7.43,2.93,7.6
2021-01-23 2:30:00,0,89,1.67,19.68,0.59,25.55,31.79,7.46,3.24,7.68
2021-01-23 3:00:00,0,89.05,1.2,19.4,0.51,30.83,32.18,7.51,3.01,7.93
2021-01-23 3:30:00,0,90,1.49,19.24,0.5,35.1,31.85,7.55,3.19,7.88
2021-01-23 4:00:00,0,90,1.53,19.08,0.33,46.54,31.16,7.56,3.03,8.29
2021-01-23 4:30:00,0,90.07,1.45,18.9,0.3,53.57,31.46,7.62,2.94,8.38
2021-01-23 5:00:00,0,91,1.57,18.73,0.4,58.88,31.08,7.71,3.05,8.41
2021-01-23 5:30:00,0,90.42,1.68,18.72,0.4,51.32,30.12,7.7,2.81,8.27
2021-01-23 6:00:00,0,90.66,1.12,18.46,0.2,50.26,27.79,7.64,2.88,7.98
2021-01-23 6:30:00,0,91.31,2.22,18.15,0.37,49.6,26.02,7.56,2.77,7.96
2021-01-23 7:00:00,0,91.96,20.24,18.05,0.67,46.52,24.76,7.44,2.73,7.86
2021-01-23 7:30:00,0,90.71,54.72,18.39,0.74,54.68,25.2,7.41,3.29,8.33
2021-01-23 8:00:00,0,89.55,97.19,18.75,0.57,44.9,25.78,7.37,3.68,8.25
2021-01-23 8:30:00,0,88.09,187.62,19.26,0.54,34.68,24.83,7.33,5.07,8.09
2021-01-23 9:00:00,0,84.79,316.14,20.43,0.6,27.61,24.4,7.28,6.77,7.9
2021-01-23 9:30:00,0,80.39,432.3,21.33,0.57,19.48,23.36,7.19,13.57,7.52
2021-01-23 10:00:00,0,75.09,531.54,22.53,0.34,11.89,18.69,7.05,23.35,7.02
2021-01-23 10:30:00,0,71.42,591.68,23.69,0.2,12.47,19.87,7.03,24.41,6.83
2021-01-23 11:00:00,0,75.24,636.72,22.54,1.38,29.41,27.02,7.08,12.59,8.33
2021-01-23 11:30:00,0,77.08,659.47,21.78,1.8,29.2,28.88,7.08,13.95,8.67
2021-01-23 12:00:00,0,76.31,661.5,21.79,1.88,23.72,28.6,7.02,18.02,8.79
2021-01-23 12:30:00,0,75.84,643.55,22.23,2.13,21.88,29.32,7.03,21.39,9.54
2021-01-23 13:00:00,0,76.05,611.68,22.47,2.49,12.21,24.58,7.08,44.03,7.86
2021-01-23 13:30:00,0,76.85,566.53,22.16,2.43,10.64,21.38,7.04,49.89,7.51
2021-01-23 14:00:00,0,84.62,499.03,20.27,2.82,14.83,29.71,7.13,38.21,7.76
2021-01-23 14:30:00,0,83.68,430.76,20.36,2.39,14.35,31.65,7.14,39.03,8.12
2021-01-23 15:00:00,0,79.3,357.45,20.99,2.78,10.58,23.16,6.99,45.9,7.51
2021-01-23 15:30:00,0,78,270.78,21.05,2.93,9.77,20.74,6.93,47.67,8.11
2021-01-23 16:00:00,0,77.9,186.57,20.96,2.45,13.04,21.02,6.91,46.38,7.88
2021-01-23 16:30:00,0,78.93,112.66,20.75,1.84,15.07,31.06,6.93,33.11,9.09
2021-01-23 17:00:00,0,79.9,50.2,20.42,1.4,9.2,25.38,6.98,41.52,7.96
2021-01-23 17:30:00,0,80.9,14.24,20.19,0.67,19.64,41.7,6.99,10.28,8
2021-01-23 18:00:00,0,82.33,1.89,19.93,0.13,14.19,40.02,7.01,5.64,8.06
2021-01-23 18:30:00,0,82.9,1.99,19.54,0.26,8.77,27.69,7.04,27.31,6.95
2021-01-23 19:00:00,0,83.98,1.83,19.13,0.09,8.18,22.68,7.1,36.42,6.59
2021-01-23 19:30:00,0,84.15,2.17,18.88,0.19,8.11,22.39,7.14,43.54,6.45
2021-01-23 20:00:00,0,85.8,1.86,18.48,0.17,8.34,23.33,7.15,37.51,6.26
2021-01-23 20:30:00,0,86,2.33,18.35,0.26,8.78,25.16,7.2,30.39,6.45
2021-01-23 21:00:00,0,86,2.13,18.34,0.44,8.39,24.01,7.19,29.76,6.34
2021-01-23 21:30:00,0,86.47,1.71,18.17,0.29,8.23,20.81,7.14,33.45,6.42
2021-01-23 22:00:00,0,87.24,1.86,17.93,0.11,7.55,17.58,7.1,36.64,6.52
2021-01-23 22:30:00,0,87.96,2.1,17.7,0.15,7.35,16.03,7.07,36.92,6.3
2021-01-23 23:00:00,0,88,2.53,17.7,0.32,7.07,15.11,7.05,37.7,6.33
2021-01-23 23:30:00,0,88,2.03,17.7,0.19,7.29,15.69,7.06,33.65,6.36
2021-01-24 0:00:00,0,88,2.11,17.53,0.2,7.81,18.06,7.12,26.7,6.31
2021-01-24 0:30:00,0,88.8,2.16,17.32,0.23,7.6,17.69,7.12,30.33,6.33
2021-01-24 1:00:00,0,88.97,2.24,17.36,0.15,7.34,16.42,7.09,31.24,6.34
2021-01-24 1:30:00,0,88.86,2.12,17.36,0.15,7.17,13.23,7.01,34.78,6.2
2021-01-24 2:00:00,0,89,2.39,17.43,0.18,6.99,12.23,6.93,35.16,6.13
2021-01-24 2:30:00,0,89.71,2.02,17.18,0.11,9.73,24.21,6.98,10.1,6.26
2021-01-24 3:00:00,0,90.19,1.89,17.18,0.27,9.79,27.79,7.03,7.06,6.15
2021-01-24 3:30:00,0,90.46,2.08,17.59,0.51,9.57,26.87,7.08,7.08,6.15
2021-01-24 4:00:00,0,90.35,2.81,18.64,0.77,7.9,18.45,7,29.47,6.17
2021-01-24 4:30:00,0,89.05,2.14,19.29,0.63,6.82,10.83,6.92,48.94,6.13
2021-01-24 5:00:00,0,89.79,1.08,18.75,0.16,12.54,25.48,7,15.49,6.69
2021-01-24 5:30:00,0,90.37,1.89,18.78,0.56,7.33,13.26,6.96,49.45,6.44
2021-01-24 6:00:00,0,91,1.44,18.48,0.67,6.64,9.79,6.93,48.91,6.16
2021-01-24 6:30:00,0,92.08,1.3,18.03,0.83,6.63,10.01,6.89,38.18,6.13
2021-01-24 7:00:00,0,92.17,5.93,17.66,0.73,6.7,10.19,6.82,32.3,6.13
2021-01-24 7:30:00,0,92.48,32.87,17.34,0.52,6.9,10.45,6.81,30.08,6.1
2021-01-24 8:00:00,0,90.64,79.73,17.5,1.2,6.54,10.24,6.83,35.78,6.08
2021-01-24 8:30:00,0,90.15,152.59,17.58,0.75,6.9,10.69,6.83,36.1,6.07
2021-01-24 9:00:00,0,87.55,233.62,18.13,0.58,6.74,9.8,6.85,42.67,6.04
2021-01-24 9:30:00,0,86.59,400.04,18.36,0.79,6.53,10.09,6.89,45.3,6.12
2021-01-24 10:00:00,0,84.72,462.28,19.03,0.47,7.02,10.44,6.89,47.95,6.02
2021-01-24 10:30:00,0,83.66,400.25,19.25,0.75,6.93,10.33,6.91,51.84,6.04
2021-01-24 11:00:00,0,84.42,495.53,18.98,1.03,7.04,10.27,6.91,55.24,6.08
2021-01-24 11:30:00,0,83.14,514.49,19.58,1.19,6.9,10.48,6.92,56,6.02
2021-01-24 12:00:00,0,81.2,637.49,20.29,0.85,7,10.44,6.93,61.08,6.08
2021-01-24 12:30:00,0,80.34,685.13,20.51,0.72,6.45,10.1,6.93,64.89,6.01
2021-01-24 13:00:00,0,79.07,643.21,20.79,0.9,6.58,10.01,6.93,65.48,5.97
2021-01-24 13:30:00,0,78.76,596.12,20.9,0.64,6.73,10.06,6.93,66.65,6.1
2021-01-24 14:00:00,0,78.37,451.71,20.97,0.33,6.55,9.99,6.95,66.88,6.08
2021-01-24 14:30:00,0,78.77,410.4,20.44,1.15,6.75,9.83,6.97,67.58,6.08
2021-01-24 15:00:00,0,78.97,363.7,20.28,1,6.52,10.09,7,67.37,5.97
2021-01-24 15:30:00,0,79.93,243.08,20.19,1.04,6.63,10.04,7.01,67.41,6.02
2021-01-24 16:00:00,0,81.25,193.19,19.82,1.25,6.53,10.16,7.02,67.54,6
2021-01-24 16:30:00,0,81.24,95.43,19.48,0.97,6.49,10.12,7,67.88,6.11
2021-01-24 17:00:00,0,83.54,45.75,18.81,0.99,6.29,10.1,7.01,68.26,5.98
2021-01-24 17:30:00,0,84.5,13.58,18.33,1.73,6.45,10.64,7.03,67.95,6.1
2021-01-24 18:00:00,0,85.16,1.27,18.15,1.1,6.62,10.48,7.07,68.92,6.02
2021-01-24 18:30:00,0,86.49,0.48,17.93,1.48,6.37,10.92,7.08,70.17,6.02
2021-01-24 19:00:00,0,87,0.79,17.86,1.2,6.64,10.45,7.09,72.47,6.02
2021-01-24 19:30:00,0,86.41,1.31,18.24,0.64,6.59,10.04,7.07,70.28,6
2021-01-24 20:00:00,0,86.64,1,18.4,0.6,6.51,10,7.07,68.92,6.01
2021-01-24 20:30:00,0,87,0.85,18.34,0.62,6.54,10.16,7.1,66.86,6.09
2021-01-24 21:00:00,0,87.12,0.63,18.23,0.78,6.47,10.22,7.08,65.16,6.05
2021-01-24 21:30:00,0,87.23,0.33,18.24,0.65,6.34,9.69,7.05,64.69,5.96
2021-01-24 22:00:00,0,88.46,0.54,17.96,0.76,6.2,9.9,7.07,62.34,6.02
2021-01-24 22:30:00,0,89.56,0.98,17.66,0.93,6.27,9.48,7.04,61.93,5.96
2021-01-24 23:00:00,0,88.09,1.02,17.77,0.91,6.39,9.12,7.02,61.38,5.94
2021-01-24 23:30:00,0,88,1.21,17.78,0.7,6.06,9.22,7.03,59.66,6
2021-01-25 0:00:00,0,88,0.77,17.79,1.17,6.31,9.2,7.03,59.79,6.02
2021-01-25 0:30:00,0,87.79,1.31,17.78,0.7,6.31,8.89,7.03,61.35,5.98
2021-01-25 1:00:00,0,85.17,0.86,17.92,1,6.15,8.82,7.01,62.79,6.09
2021-01-25 1:30:00,0,84.63,1.04,17.85,1.4,6.15,8.91,6.99,62.87,6.13
2021-01-25 2:00:00,0,83.41,0.98,17.73,0.96,6.31,8.67,7,62.95,6.14
2021-01-25 2:30:00,0,83.08,1.21,17.9,0.58,6.27,8.57,7,62.29,6.12
2021-01-25 3:00:00,0,82.08,1.15,17.95,0.21,6.1,8.74,6.99,61.68,6.11
2021-01-25 3:30:00,0,80.69,0.67,18.08,0.55,6.45,8.79,6.97,62.12,6.11
2021-01-25 4:00:00,0,79.97,1,18.01,0.58,6.13,8.94,6.99,61.73,6.14
2021-01-25 4:30:00,0,79.24,0.46,18.03,1.33,6.35,8.55,6.98,62.38,6.16
2021-01-25 5:00:00,0,79.88,0.29,17.78,1.02,6.31,8.66,6.98,62.22,6.13
2021-01-25 5:30:00,0,79.92,0.7,17.74,1.46,6.2,8.76,7,61.38,6.17
2021-01-25 6:00:00,0,79.33,0.8,17.71,0.67,6,8.7,7,60.55,6.19
2021-01-25 6:30:00,0,79.22,2.88,17.65,0.8,6.04,8.73,6.99,60.24,6.14
2021-01-25 7:00:00,0,78.12,18.75,17.93,0.86,6.31,9.24,6.99,60.22,6.19
2021-01-25 7:30:00,0,77.58,49.8,18.39,1.28,6.22,9.71,6.99,59.64,6.25
2021-01-25 8:00:00,0,78.03,155.14,18.76,0.36,7.63,14.34,6.98,48.85,6.42
2021-01-25 8:30:00,0,76.06,304.24,19.67,0.69,7.82,15.48,7,47.3,6.49
2021-01-25 9:00:00,0,73.98,397.48,20.45,0.3,7.45,13.74,7,50.79,6.42
2021-01-25 9:30:00,0,73.78,484.41,20.53,0.56,7.84,14.23,7,51.61,6.43
2021-01-25 10:00:00,0,73.69,560.75,21.03,0.38,7.8,13.65,7.02,53.27,6.27
2021-01-25 10:30:00,0,72.16,610.49,21.22,0.76,7.02,12.56,7.02,57.91,6.33
2021-01-25 11:00:00,0,72.08,660.64,21.07,0.7,7.06,10.96,6.97,64.1,6.31
2021-01-25 11:30:00,0,71.22,682.71,21.54,0.51,7.19,11.35,6.97,65.13,6.2
2021-01-25 12:00:00,0,71.01,683.4,21.73,1.1,7.95,13.88,6.98,61.61,6.62
2021-01-25 12:30:00,0,72.24,667.63,21.66,1.25,8.92,15.9,6.95,57.04,6.85
2021-01-25 13:00:00,0,75.16,641.54,20.95,1.75,10.77,19.8,6.95,52.53,7.39
2021-01-25 13:30:00,0,75.83,596.46,21.14,1.65,11.42,22.45,6.98,51.81,7.68
2021-01-25 14:00:00,0,78.2,536.3,20.62,1.98,8.09,15.03,6.97,66.92,6.57
2021-01-25 14:30:00,0,77.29,458.07,20.74,2.2,9.97,20.11,6.96,56.27,6.77
2021-01-25 15:00:00,0,76.25,377.92,20.56,2.47,7.29,12.06,6.95,77.37,6.49
2021-01-25 15:30:00,0,76.05,287.82,20.46,2.45,8.54,17.17,6.96,63.61,7.06
2021-01-25 16:00:00,0,77.69,197.36,20.01,2.42,12.54,31.21,6.95,43.17,8.08
2021-01-25 16:30:00,0,79.31,115.99,19.88,1.99,14.79,31.29,7.03,38.08,8.02
2021-01-25 17:00:00,0,78.8,48.97,20.07,0.91,9.12,28.58,7,46.91,7.18
2021-01-25 17:30:00,0,79.39,15.24,19.92,0.34,12.63,42.16,7.03,18.71,6.98
2021-01-25 18:00:00,0,81.34,2.12,19.44,0.28,10.03,38.99,7.07,16.47,6.74
2021-01-25 18:30:00,0,82.45,1.97,19.05,0.13,9.83,35.5,7.08,14.38,6.46
2021-01-25 19:00:00,0,83.71,2.18,18.69,0.14,9.22,31.11,7.11,15.18,6.29
2021-01-25 19:30:00,0,84.98,2.07,18.28,0.19,8.71,27.44,7.13,16.35,6.29
2021-01-25 20:00:00,0,85.5,2.24,18.06,0.14,8.78,26.5,7.14,16.17,6.22
2021-01-25 20:30:00,0,85.96,2.31,17.91,0.27,8.55,23.6,7.11,18.59,6.21
2021-01-25 21:00:00,0,86,2.1,17.77,0.15,8.21,22.81,7.12,19.06,6.17
2021-01-25 21:30:00,0,86.44,2.23,17.62,0.15,8.06,21.2,7.12,20.14,6.21
2021-01-25 22:00:00,0,86.45,2.31,17.55,0.19,8.02,20.96,7.12,19.31,6.15
2021-01-25 22:30:00,0,87.02,2.07,17.38,0.14,8.2,22.11,7.12,18.32,6.21
2021-01-25 23:00:00,0,87.75,2.13,17.25,0.11,7.91,19.21,7.05,23.71,6.2
2021-01-25 23:30:00,0,88.16,2.19,17.11,0.11,7.53,16.02,7.01,27.62,6.17
2021-01-26 0:00:00,0,88.86,2.58,17.04,0.14,7.25,16.7,7.01,24.54,6.16
2021-01-26 0:30:00,0,89,2.4,17.1,0.22,7.61,18.54,7.03,22.48,6.09
2021-01-26 1:00:00,0,89.57,2.28,17.17,0.17,7.83,20,7.04,20.88,6.14
2021-01-26 1:30:00,0,90,2.1,17.1,0.23,7.58,19.16,7.04,22.48,6.17
2021-01-26 2:00:00,0,90.65,2.04,17.08,0.18,7.24,13.93,6.99,28.43,6.01
2021-01-26 2:30:00,0,91,1.81,17,0.28,6.99,11.91,6.97,30.73,6.03
2021-01-26 3:00:00,0,91.03,1.63,17.07,0.27,6.87,13.51,6.98,29.04,6.07
2021-01-26 3:30:00,0,91.7,1.66,16.95,0.06,6.65,11.52,6.96,33.82,6.09
2021-01-26 4:00:00,0,92,1.95,16.87,0.22,6.67,10.71,6.96,32.57,6.05
2021-01-26 4:30:00,0,92.33,1.78,16.84,0.14,6.71,11.86,6.96,29.35,5.99
2021-01-26 5:00:00,0,92.92,1.98,16.76,0.07,6.46,9.79,6.93,32.67,6.1
2021-01-26 5:30:00,0,93,1.92,16.63,0.18,6.58,10.28,6.94,29.89,5.98
2021-01-26 6:00:00,0,93.07,2.05,16.6,0.13,6.85,12.56,6.96,22.77,6
2021-01-26 6:30:00,0,93.97,3.2,16.47,0.15,7.47,16.28,6.98,15.37,6.01
2021-01-26 7:00:00,0,94,23.29,16.46,0.02,11.12,20.43,7.04,7.36,6.04
2021-01-26 7:30:00,0,94,61.74,16.92,0.06,17.7,23.54,7.13,5.56,6.29
2021-01-26 8:00:00,0,92.34,139.73,17.75,0.31,27.46,26.39,7.16,5.89,6.92
2021-01-26 8:30:00,0,90.69,244.24,17.95,1.48,15.81,29.09,7.03,16.05,7.04
2021-01-26 9:00:00,0,90.39,336.62,18.12,1.78,16.61,27.61,7.02,17.08,6.99
2021-01-26 9:30:00,0,88.37,431.99,18.55,1.71,14.75,26.59,7,23.44,7.04
2021-01-26 10:00:00,0,86.33,515.67,19.07,1.64,16.45,27.96,6.99,25.18,8.26
2021-01-26 10:30:00,0,84.72,579.82,19.53,1.94,14.1,25.36,7,29.88,7.81
2021-01-26 11:00:00,0,83.53,629.55,19.98,1.85,23.58,31.57,7.01,21.33,9.34
2021-01-26 11:30:00,0,82.58,650.41,20.41,1.86,16.51,28.6,6.98,32.77,8.61
2021-01-26 12:00:00,0,79.97,659.18,21.16,1.86,8.64,16.75,6.98,62.45,6.89
2021-01-26 12:30:00,0,78.59,654.29,21.45,2.08,8.83,16.94,6.99,63.81,6.77
2021-01-26 13:00:00,0,81.82,627.96,20.64,1.82,8.73,16.3,6.97,67.21,6.88
2021-01-26 13:30:00,0,80.52,576.32,20.86,1.63,8.72,17.7,6.97,68.65,6.96
2021-01-26 14:00:00,0,81,522.62,20.4,2.09,8.86,17.71,6.94,72.12,6.9
2021-01-26 14:30:00,0,80.23,448.2,20.68,1.31,7.59,14.67,6.91,80.88,6.59
2021-01-26 15:00:00,0,80.87,366.09,20.71,2,8.23,17.41,6.93,74.93,7.82
2021-01-26 15:30:00,0,80.45,270.53,20.79,1.55,9.38,21.87,6.94,64.4,19.16
2021-01-26 16:00:00,0,81.38,180.74,20.55,1.59,13.05,33.35,6.93,41.59,10.17
2021-01-26 16:30:00,0,82.54,109.23,20.18,1.92,9.25,26.1,6.94,58.84,8.32
2021-01-26 17:00:00,0,83.99,50.88,19.89,1.29,7.25,17.17,6.95,70.11,7.3
2021-01-26 17:30:00,0,84.5,14.29,19.61,0.75,7.08,18.38,6.98,66.48,6.97
2021-01-26 18:00:00,0,85.18,1.26,19.22,0.5,8,23.08,7.02,52.55,7.01
2021-01-26 18:30:00,0,85.92,1.22,18.94,0.26,7.98,22.98,7.01,46.95,6.75
2021-01-26 19:00:00,0,86.99,1.69,18.74,0.13,8.06,22.29,7.04,38.09,6.45
2021-01-26 19:30:00,0,87.32,2,18.67,0.07,8.17,24.4,7.11,27.04,6.41
2021-01-26 20:00:00,0,88,2.03,18.43,0.03,10.94,36.12,7.09,10.12,6.76
2021-01-26 20:30:00,0,88,2.03,18.27,0.05,12.25,38.25,7.09,6.13,6.74
2021-01-26 21:00:00,0,88,2.15,18.01,0.06,10.16,33.7,7.04,14.34,6.7
2021-01-26 21:30:00,0,88,2.3,17.91,0.11,12.09,37.79,7.05,7.47,6.72
2021-01-26 22:00:00,0,88.57,2.52,17.86,0.05,11.71,39.37,7.07,3.94,6.75
2021-01-26 22:30:00,0,89.59,2.25,17.81,0.07,10.18,34.3,7.2,9.62,6.51
2021-01-26 23:00:00,0,89.8,2.22,17.84,0.12,9.06,27.68,7.21,15.58,6.46
2021-01-26 23:30:00,0,89.92,2.04,17.76,0.15,10.06,27.58,7.23,13.94,6.68
2021-01-27 0:00:00,0,90,2.32,17.71,0.22,10.89,31.94,7.2,7.1,6.75
2021-01-27 0:30:00,0,90,2.2,17.82,0.18,9.95,31.29,7.22,11.91,6.71
2021-01-27 1:00:00,0,90.76,1.57,17.69,0.22,15.13,34.15,7.22,9.4,6.8
2021-01-27 1:30:00,0,91.09,1.71,17.52,0.21,14.58,35.3,7.27,4.29,6.71
2021-01-27 2:00:00,0,90.06,2.25,17.8,0.36,18.61,37.27,7.28,5.26,6.89
2021-01-27 2:30:00,0,85.84,2.38,18.54,0.11,9.49,26.03,7.13,32.62,6.96
2021-01-27 3:00:00,0,85.14,1.08,18.61,0.88,7.13,15.25,7,63.25,7
2021-01-27 3:30:00,0,85.33,0.44,18.33,1.45,6.65,10.3,6.95,75.27,6.88
2021-01-27 4:00:00,0,82.45,0.23,18.23,1.99,6.54,9.54,6.91,70.17,6.74
2021-01-27 4:30:00,0,81.21,0.39,18.22,0.93,6.28,9.42,6.87,68.57,6.7
2021-01-27 5:00:00,0,82.12,0.69,18.11,0.55,6.33,9.44,6.88,67.84,6.67
2021-01-27 5:30:00,0,83.19,0.58,18.02,1.3,6.5,10.03,6.91,64.34,6.64
2021-01-27 6:00:00,0,84.28,0.46,17.95,0.82,7.03,11.92,6.99,52.78,6.6
2021-01-27 6:30:00,0,85.08,1.74,17.8,0.89,6.54,10.72,7,51.54,6.5
2021-01-27 7:00:00,0,85.02,17.02,17.82,1.07,6.92,11.41,7.01,48.29,6.6
2021-01-27 7:30:00,0,81.27,51.72,18.22,0.89,6.95,11.9,7.03,47.08,6.71
